created_at	text	user_id
6/1/14 14:30	What's the Best 'Bad' Book You've Ever Read? http://t.co/58E64RDnGT	nytimes
6/1/14 14:04	Jewish-American deli food is suddenly the rage http://t.co/IBnNQpXQzg (Photo: Sasha Maslov for NYT) http://t.co/GMa1JQO0xt	nytimes
6/1/14 14:26	Technophoria: The Enduring Promise of a Thinner You http://t.co/mC7yruMb14	nytimes
6/1/14 14:42	N.S.A. Collecting Millions of Faces From Web Images http://t.co/xJLChaHhuV	nytimes
6/1/14 14:31	"Using Executive Powers, Obama Begins His Last Big Push on Climate Policy http://t.co/LiDldGtve6"	nytimes
6/1/14 14:43	The V.A. scandal poses political peril for both Democrats and Republicans http://t.co/gFbMxtIsSU	nytimes
6/1/14 13:28	How did brunch become so cutting edge? http://t.co/ou704UrbGs	nytimes
6/1/14 13:48	Summer Reading http://t.co/1fzi1IOnxZ	nytimes
6/1/14 13:23	Suspect Arrested in Jewish Museum Killings in Belgium http://t.co/ks1CtlSTkS	nytimes
6/1/14 13:00	These are the French toast recipes someone should be making you for breakfast http://t.co/9Av54EgW6J	nytimes
6/1/14 13:16	This summer's reads from The NYT Sunday Book Review http://t.co/R7nkYrs2eS http://t.co/tRnU0abvUo	nytimes
6/1/14 12:57	Hagel Celebrates Bowe Bergdahl’s Release in Surprise Afghan Visit http://t.co/d1dNkAq543	nytimes
6/1/14 12:15	"Early Chemotherapy Extends Lives of Men With Prostate Cancer, Study Finds http://t.co/ScXaG0FOPK"	nytimes
6/1/14 12:42	A new Michael Jordan biography is in awe of his career. What makes the book worthwhile is everything else it tells http://t.co/SIQ6oSKm63	nytimes
6/1/14 12:18	Who invented the French press coffee maker? http://t.co/apwnRBmkjC	nytimes
6/1/14 11:49	"Bowe Bergdahl, American Soldier, Freed by Taliban in Prisoner Trade http://t.co/F6pOHi5tt1"	nytimes
6/1/14 11:16	"Tracing the evolution of our national anxiety that Shakespeare, our adopted national poet, never saw America http://t.co/wflq3mHOXz"	nytimes
6/1/14 10:35	The evolving world of gay travel http://t.co/actCIGrK9U	nytimes
6/1/14 10:01	France: Suspect in Brussels Jewish Museum Arrested http://t.co/OGyGjNPW7S	nytimes
6/1/14 9:50	"Listening Post: In Obama’s Speeches, a Shifting Tone on Terror http://t.co/e1Cc4dEesz"	nytimes
6/1/14 9:01	36 hours on the beach in Barcelona http://t.co/dE7MCv1P3F	nytimes
6/1/14 9:23	"After Deadly Rampage, Sheriff’s Office Faces Concerns About Conduct http://t.co/vZQetNava5"	nytimes
6/1/14 8:38	They take pride in the way they dress in Goma in eastern Congo http://t.co/f8VOrkgEx8	nytimes
6/1/14 8:24	"Many Veterans Praise Care, but All Hate the Wait http://t.co/40JTWhMKJJ"	nytimes
6/1/14 8:04	Ukraine is looking to farming to help fix its economy and reduce its dependence on Russia http://t.co/aFTvhwMy9C	nytimes
6/1/14 7:25	Pentagon’s Plan to Enlist Young Immigrants Is Delayed http://t.co/AOxn4q2cGY	nytimes
6/1/14 7:41	"Private Jet Crashes in Massachusetts, Killing 7 http://t.co/uARQyZsW7l"	nytimes
6/1/14 7:04	"Style Q&amp;A: Style Q&amp;A: John Waters, CFDA Awards Host http://t.co/8gOVCtOcbX"	nytimes
6/1/14 6:26	"Watson Holds Lead at Memorial, but Mickelson Garners More Attention http://t.co/K4dnTQt0tQ"	nytimes
6/1/14 6:05	American Businesses in China Feel Heat of a Cyberdispute http://t.co/cn0I6ExqCF	nytimes
6/1/14 6:47	"Harrah’s Tunica Casino to Close, Hinting at Gambling Glut http://t.co/GyrUBiTHkZ"	nytimes
6/1/14 5:24	Lesson for P.O.W.’s Father: Men Sometimes Do Come Back http://t.co/3OXf106DMG	nytimes
6/1/14 5:44	French Crowds Love and Hate Their Own http://t.co/LRRtM0bTn2	nytimes
6/1/14 5:04	"Spurs 112, Thunder 107: Duncan Gives Spurs Another Shot at the Heat http://t.co/E0MJYYtVZa"	nytimes
6/1/14 4:58	Behind Rihanna's style is a guy named Mel http://t.co/Q7VRyfkmf3	nytimes
6/1/14 4:11	Hilaria Baldwin Holds Her Center http://t.co/HSaanJVPE0	nytimes
6/1/14 4:37	Cuomo Secures Support of Working Families Party http://t.co/npuBGyIZMi	nytimes
6/1/14 4:14	China chafes at the growth of Christianity http://t.co/PMK573YnFA	nytimes
6/1/14 4:27	"Bob Newhart, Master of the One-Sided Conversation http://t.co/xmdtl25WyD"	nytimes
6/1/14 0:44	Let's not pretend to be who we aren't (in bed) http://t.co/9NkGQjOywE	nytimes
6/1/14 0:00	How online dating explains the truth about the digital economy http://t.co/SjSKO2PnIs	nytimes
6/1/14 0:58	Police Search for Upset Teenager Who Sank Into the Hudson http://t.co/vRXdc7jsSe	nytimes
6/1/14 0:59	"One night a week, a hidden lap dance party opens up in Manhattan (Photo: Richard Perry/NYT) http://t.co/JZaz0qZZIf http://t.co/n8FRryqL4n"	nytimes
6/1/14 0:31	Scientists report they were able to reliably teleport data http://t.co/f57DMLMUbl	nytimes
6/1/14 0:18	The NYT obituary for Maya Angelou http://t.co/JCyBX49aJS	nytimes
6/1/14 3:59	Violence spikes in Rio ahead of the World Cup http://t.co/j6f7utvqHK	nytimes
6/1/14 3:02	Tournament of Ants http://t.co/03AHzXs4Xc	nytimes
6/1/14 3:44	A cop has a question for San Francisco's bike thieves: Are you feeling lucky punk? http://t.co/rnqISHb4oV	nytimes
6/1/14 3:13	Putting Soylent to the taste test http://t.co/7owjcj9t1G http://t.co/h2QCtnQabS	nytimes
6/1/14 3:31	What happens when Hollywood descends on Brooklyn http://t.co/Cc3F1KU7t6	nytimes
6/1/14 2:12	Five intimate performances from 2014 Tony Awards  nominees http://t.co/pxdM8wk2pN http://t.co/OAI3dczBi2	nytimes
6/1/14 2:30	Join us at the piano and hear how dissonant moments in classical music are made http://t.co/aJxGweEwrI	nytimes
6/1/14 2:27	A Soldier Is Missing. What Comes Next? http://t.co/7ngT8THHsq	nytimes
6/1/14 2:46	Don't panic: Our galaxy won't collide with one of its neighbors for about 2 billion years  http://t.co/zkzqoZAP1y	nytimes
6/1/14 2:00	A farewell to Maya Angelou http://t.co/XiB0MBYnJw	nytimes
6/1/14 1:43	"The Smutty-Metaphor Queen of Lawrence, Kansas http://t.co/SsEwLfbLyi"	nytimes
6/1/14 1:35	"I’ll Have Another, Former Triple Crown Contender, Settles In at a Japanese Farm http://t.co/wTqwX1AGj5"	nytimes
6/1/14 1:15	"A man deposited $100,000 into a bank. That night, he refereed a soccer match between South Africa and Guatemala http://t.co/7QtpLbDNhn"	nytimes
6/1/14 1:29	Life in the valley of death http://t.co/6WUAOS3fJi	nytimes
6/1/14 20:33	Breaking News: E.P.A. to Seek 30 Percent Cut in Carbon Emissions by 2030 http://t.co/gu0AWcrkAR	nytimes
6/1/14 13:39	Breaking News: Co-Owner of Philidelphia Inquirer Among Plane Crash Victims in Massachusetts http://t.co/J28ruc50W6	nytimes
6/2/14 23:43	New Carbon Rules Unlikely to Start Energy Revolution http://t.co/eTVjw7wfV7	nytimes
6/2/14 23:00	Elliot Rodger's killings in California followed years of withdrawal http://t.co/BXpq6H7eAJ	nytimes
6/2/14 23:30	Why new carbon rules are unlikely to start an energy revolution http://t.co/5SKd8m7wvT	nytimes
6/2/14 22:38	Why Democrats have little to lose in taking on the coal industry http://t.co/YBrwj3AQiE	nytimes
6/2/14 22:20	Wine School: ‘Listening’ to Sancerre Tell Its Story http://t.co/88B94LiuGd	nytimes
6/2/14 21:35	Your Evening Briefing is ready for you. http://t.co/1dHjr9wLD2 via @nytnow	nytimes
6/2/14 20:25	Wine School: Your Next Lesson: Riesling http://t.co/fcbNUhYioZ	nytimes
6/2/14 20:55	Travel with us to see how the U.S. is being changed by immigration http://t.co/NjNlURyQDp http://t.co/mbp1kkhTq6	nytimes
6/2/14 20:05	"""Game of Thrones"" recap: Significant evolutions of major characters and their allegiances with one another http://t.co/ngCjsP8Iic"	nytimes
6/2/14 19:21	Neighbors don't love the 33-foot-tall statue of a naked woman ripped open to reveal a fetus http://t.co/xp51TPGvB0	nytimes
6/2/14 19:36	"A man deposited $100,000 into a bank. That night, he refereed a soccer match between South Africa and Guatemala http://t.co/7l1MG2wlmQ"	nytimes
6/2/14 19:47	"Early chemotherapy extends lives of men with prostate cancer, study finds http://t.co/ywxpD8aVqa"	nytimes
6/2/14 19:48	ArtsBeat: Oliver Stone Plans a Film About Edward Snowden http://t.co/g6nIMEaprG	nytimes
6/2/14 19:22	Russia Gives Ukraine More Time to Pay for Natural Gas http://t.co/VNUJy6VZlJ	nytimes
6/2/14 18:25	Old Guard Returns for Hot 97 Summer Jam http://t.co/1lVMtjAOxT	nytimes
6/2/14 18:56	The New Health Care: Calling an Ordinary Health Problem a Disease Leads to Bigger Problems http://t.co/r7K104iOYL	nytimes
6/2/14 18:10	The words of a notorious match fixer reveal how pervasively illicit gambling has infected global soccer http://t.co/6zhbTrHzsD	nytimes
6/2/14 18:14	The Public Editor's Journal: Nicholas Kristof Should Give Readers a Full Explanation About Somaly Mam http://t.co/FDf51h5gKg	nytimes
6/2/14 17:49	Obama tries to reclaim leadership on climate change http://t.co/oE9jzDa1lI	nytimes
6/2/14 17:23	"At Ukraine's perilous border, law is dispensed by men in masks http://t.co/SaL9RV4DoT"	nytimes
6/2/14 17:53	Apple Presents Update of Its Mac Operating System http://t.co/M8umZFgy9a	nytimes
6/2/14 17:32	Carbon Plan Puts Democrats in Coal States on the Defensive http://t.co/U0UC6h3VYa	nytimes
6/2/14 16:56	"At WWDC, Apple Is Set to Make Push Into Monitoring Health and Home http://t.co/gbm6g9iX4N"	nytimes
6/2/14 16:14	"Chemical Weapons Treaty Does Not Apply to Domestic Dispute, Justices Rule http://t.co/dh5DxyKqXM"	nytimes
6/2/14 16:50	China’s Battle Against Google Heats Up http://t.co/rCntDnxem9	nytimes
6/2/14 15:37	The Caucus: Reaction to Obama Administration Carbon Emissions Proposal http://t.co/c8NgHFhkCj	nytimes
6/2/14 15:53	"Battling Destructive Computer Viruses, Agents Seize Networks Used by Hackers http://t.co/LprJoyvevV"	nytimes
6/2/14 15:23	A new Palestinian government was sworn in today. Here's what you need to know about it: http://t.co/fMYy7m6T18	nytimes
6/2/14 14:35	Police Search for Suspect in Fatal East New York Stabbing http://t.co/vfDu0mo9x3	nytimes
6/2/14 14:57	Primavera Sound Sets the Stage for Music Festivals Worldwide http://t.co/EKYA8njU7z	nytimes
6/2/14 14:14	"Unveiling New Carbon Plan, E.P.A. Focuses on Flexibility http://t.co/vg3ng8K8y7"	nytimes
6/2/14 14:00	Busy morning? Here's what you need to know to start your day. http://t.co/61b3IATOTg via @nytnow	nytimes
6/2/14 13:54	Supreme Court Rejects Appeal From Reporter Over Identity of Source http://t.co/QOyNOy9DZ4	nytimes
6/2/14 13:32	The Media Equation: Amazon Absorbing Price Fight Punches http://t.co/nRuWk7uCNL	nytimes
6/2/14 13:33	ArtsBeat: ‘Game of Thrones’ Recap: Mountain Meets Viper http://t.co/EZzUZGXQwU	nytimes
6/2/14 13:11	Hachette Chief Leads Book Publishers in Amazon Fight http://t.co/3d4nRclfSu	nytimes
6/2/14 12:10	A Cooling in Poland’s Love Affair With the U.S. http://t.co/ibSCoP62sV	nytimes
6/2/14 12:30	Busy morning? Here's what you need to know to start your day. http://t.co/qpCD81Wt7Q via @nytnow	nytimes
6/2/14 12:40	Cancer Researchers Report Longer Survival Rates With Immunotherapy http://t.co/vobu2vVRGS	nytimes
6/2/14 12:51	Abbas Swears In a New Palestinian Government http://t.co/gicDGjBuNu	nytimes
6/2/14 12:46	Day 16: Stops and Starts http://t.co/S2ml5fBImy	nytimes
6/2/14 11:22	DealBook: Brazilian Bank Predicts World Cup Winner http://t.co/vsuoNlsb0B	nytimes
6/2/14 11:07	Separatists Storm Border Post in Eastern Ukraine http://t.co/aTAWEmvY4l	nytimes
6/2/14 11:30	New York Today: June Is for Hockey Heroes http://t.co/zE30aVSxdD	nytimes
6/2/14 11:50	Pulse of the People: Is Global Warming Real? Most Americans Say Yes http://t.co/JLqI7g1bn5	nytimes
6/2/14 11:00	Busy morning? Here's what you need to know to start your day. http://t.co/8XszSz2UOo via @nytnow	nytimes
6/2/14 10:30	City Room: New York Today: June Is for Hockey Heroes http://t.co/Px3LmKUDwD	nytimes
6/2/14 9:17	King Juan Carlos of Spain to Abdicate Throne http://t.co/0W0kRcnS2W	nytimes
6/2/14 9:01	An Impressive Workout by California Chrome Electrifies Belmont Park http://t.co/RhwvgNXVpA	nytimes
6/2/14 9:37	Rigged: Part 2 of a Two-Part Series: Inside the Fixing: How a Gang Battered Soccer’s Frail Integrity http://t.co/ZeYa3Z6cW5	nytimes
6/2/14 8:19	"Scots Are Divided Over Independence, and Its Economic Costs http://t.co/uQNXy2mx92"	nytimes
6/2/14 8:40	Environmental Groups Focus on Change by Strengthening Their Political Operations http://t.co/JLfFW2KUHX	nytimes
6/2/14 8:04	ArtsBeat: ‘Halt and Catch Fire’ Recap: Can Geekiness Be Entertaining? http://t.co/FmldewcOVq	nytimes
6/2/14 7:43	Study Examines Efficacy of Taxes on Sugary Drinks http://t.co/mMgopACAe8	nytimes
6/2/14 7:22	"25 Years Later, Details Emerge of Army’s Chaos Before Tiananmen Square http://t.co/JP8pHR03Fw"	nytimes
6/2/14 7:10	Israel Warns Against Embracing Newly Reconciled Palestinian Government http://t.co/5vJi40LDQb	nytimes
6/2/14 6:50	"With South Bronx Trail, a History and a Culture Will Be Clearly Marked http://t.co/PQ3br4YAsB"	nytimes
6/2/14 6:19	Google Glass Enters the Operating Room http://t.co/S8IiUv4ONv	nytimes
6/2/14 6:29	Elliot O. Rodger’s Killings in California Followed Years of Withdrawal http://t.co/quDK3UqX2Z	nytimes
6/2/14 5:16	"Boy, 6, Dies After a Stabbing in Brooklyn http://t.co/pWs5h6mcBA"	nytimes
6/2/14 5:37	KWEM’s Return Has West Memphis Reliving Its Role in Radio History http://t.co/JImWWLBFmd	nytimes
6/2/14 5:58	Prisoner Trade Yields Rare View Into the Taliban http://t.co/7Lwu1qKOv7	nytimes
6/2/14 4:39	Prison Program Turns Inmates Into Intellectuals http://t.co/NbHrg2C0Qy	nytimes
6/2/14 4:59	"Killings in Iraq, at 799, Reach a Monthly High http://t.co/lme67Pvl05"	nytimes
6/2/14 4:19	Day 15: Cultural Crossroads http://t.co/W4Fo3EzvjY	nytimes
6/2/14 3:03	Andromeda and the Milky Way: A Merger of Galactic Proportions http://t.co/LF8DbPPKiS	nytimes
6/2/14 3:43	Why you hate work http://t.co/sYZWEFODp4	nytimes
6/2/14 3:16	"If you want to age well, walk more http://t.co/pC66VlY0cq"	nytimes
6/2/14 3:58	"Times Haiku: On the other hand, everybody these days is a photographer. http://t.co/6kHSTc0vTh"	nytimes
6/2/14 3:31	"Fast Food, Empty Piggy Banks http://t.co/3Shqhwgv9G via @nytopinion"	nytimes
6/2/14 3:17	Planned Celebration for Sgt. Bowe Bergdahl Just Got a Whole Lot Bigger http://t.co/CT8P0OJ0yq	nytimes
6/2/14 3:38	Kings Beat Blackhawks to Set Up Stanley Cup Finals Against the Rangers http://t.co/WSh9QlFQuq	nytimes
6/2/14 2:14	Share your predictions about who will win at the 2014 Tony Awards http://t.co/gVmZ4a20GJ	nytimes
6/2/14 2:10	"In GPS Battle, Russia Sets Restrictions of Its Own http://t.co/GmK9zlPgXz"	nytimes
6/2/14 2:36	Safety and comfort for the gay traveler http://t.co/rNv1Ps1Lig	nytimes
6/2/14 2:00	"A roundtable with the creators and stars of ""Orange Is the New Black"" http://t.co/kPoDG8lLAm"	nytimes
6/2/14 2:41	Census Records Shed a New Light on Some of the Mayor’s Forebears http://t.co/IErHmMvpPB	nytimes
6/2/14 2:28	"Damon Lindelof Promises You His New Show Won't End Like ""Lost"" http://t.co/QcrmvYtkEa"	nytimes
6/2/14 1:05	Five intimate performances from 2014 Tony Awards  nominees http://t.co/5tGpMjIZp0 http://t.co/N20WMvt7LS	nytimes
6/2/14 1:16	A journey north to explore how the U.S. has been changed by immigration http://t.co/8qetHiLjCv http://t.co/cW3f5geFI0	nytimes
6/2/14 1:29	"""You know what they call $4 billion in the illegal betting markets in Asia? Thursday."" http://t.co/wSNRUCNsys"	nytimes
6/2/14 1:44	Dissonance in music is usually seen as a clashing combination of notes. But it's not that simple http://t.co/WfVFQhSXPd	nytimes
6/2/14 0:43	How to get girls into coding http://t.co/XQetnalfRl via @nytopinion http://t.co/kJbzgT1Rfe	nytimes
6/2/14 0:57	"Ann B. Davis, the Maid on ‘The Brady Bunch,’ Dies at 88 http://t.co/DhthHY0kXj"	nytimes
6/2/14 0:20	The words of a notorious match fixer reveal how pervasively illicit gambling has infected global soccer http://t.co/3uocQyCm0S	nytimes
6/2/14 23:52	Breaking News: Inquiry Implicates Former Brooklyn D.A. in Misuse of Public Funds http://t.co/0xu6Cq0Bzh	nytimes
6/2/14 3:27	Sports Alert: Kings Head to Stanley Cup Finals http://t.co/iwNbvs34u3	nytimes
6/5/14 23:53	"In terms of fans, the Miami Heat have already beaten the San Antonio Spurs http://t.co/5YuGWfttLk http://t.co/12Qqg5bqMN"	nytimes
6/5/14 22:20	Matter: Putting a Price Tag on Nature’s Defenses http://t.co/2BdHncwi5E	nytimes
6/5/14 22:11	Your Evening Briefing is ready for you. http://t.co/EmeILLUT8r via @nytnow	nytimes
6/5/14 22:06	Top Dutch Aerospace Firm Settles Sanctions Violations http://t.co/Y6rt09YKvf	nytimes
6/5/14 21:17	The Public Editor's Journal: Titillation or Illumination on The Times’s New ‘Sin Beat’? http://t.co/1i6ySiAdrD	nytimes
6/5/14 21:44	Asia Society Museum Director to Lead Hirshhorn http://t.co/qMTL1tKlx0	nytimes
6/5/14 21:18	Bits Blog: New Bug Found in Widely Used OpenSSL Encryption http://t.co/VnftLFxQ5H	nytimes
6/5/14 20:26	Woman in the News: Sylvia Mathews Burwell Builds Relationships From West Virginia to Washington http://t.co/nDFh0egXlQ	nytimes
6/5/14 20:43	"For the first time, the International Criminal Court's statute included forms of sexual violence as war crimes http://t.co/YLoZt034iZ"	nytimes
6/5/14 20:56	Harvard confirms a book in one of its libraries is bound in human skin http://t.co/beHxYMgcaO	nytimes
6/5/14 20:05	U.S. Commander in Afghanistan Tapped to Lead Marine Corps http://t.co/sMH7wZq5Am	nytimes
6/5/14 19:44	Hillary Clinton seeks to set pace with a breakneck schedule http://t.co/v3pj7Cnc9f	nytimes
6/5/14 19:35	Bits Blog: Amazon Boycott Gets a Helping Hand From Stephen Colbert http://t.co/xF4rzTr9uF	nytimes
6/5/14 19:13	Hungry City: Flinders Lane in the East Village http://t.co/3h838ceVOX	nytimes
6/5/14 18:00	DealBook: BNP Executive Asked to Leave Amid Investigation http://t.co/VhjjreiD89	nytimes
6/5/14 18:31	Senate Confirms Burwell to Lead Health and Human Services http://t.co/WQep4eKVm7	nytimes
6/5/14 18:57	Senators Announce Accord on Improving Veterans’ Care http://t.co/maEOlPAMpe	nytimes
6/5/14 18:41	"In Pre-K Expansion, Fewer Than Half of City Students Get Top-Choice School http://t.co/NAd7sxFtO1"	nytimes
6/5/14 18:10	The NYT obituary for Don Zimmer http://t.co/LMj6u3oyyS	nytimes
6/5/14 17:42	A journey north to explore how the U.S. has been changed by immigration http://t.co/t55XmF4C0a http://t.co/i2FdCmHzt1	nytimes
6/5/14 17:56	Daniel St. Hubert Served Prison Time for Attacking His Mother http://t.co/TjQmSrYiCm	nytimes
6/5/14 17:44	"Bergdahl Walked Away Before, Military Report Says http://t.co/IWQjDcRWPF"	nytimes
6/5/14 17:14	Maria Sharapova Makes It Back to French Open Final http://t.co/cxfSz73RzV	nytimes
6/5/14 16:15	"Brooklyn Stabbing Suspect May Be Tied to Chelsea Subway Attack, Police Say http://t.co/E6nYN9GkKe"	nytimes
6/5/14 16:37	How the Recession Reshaped the Economy http://t.co/Hj1GqCPOBt	nytimes
6/5/14 16:52	DealBook: S.E.C. Chief Calls for Sweeping Changes to Stock Market Rules http://t.co/H85d566Uef	nytimes
6/5/14 16:02	"With More Emotion, Obama Defends Soldier Swap http://t.co/mJYCAad8SQ"	nytimes
6/5/14 15:04	Washington Memo: Bergdahl Case Shakes Democrats’ Confidence in Administration http://t.co/NYwVEUOM53	nytimes
6/5/14 15:09	Concern for Health of Bowe Bergdahl Drove Prisoner Exchange http://t.co/e4yLRiUEgT	nytimes
6/5/14 15:39	Washington Memo: Bergdahl Case Shakes Democrats’ Confidence in Administration http://t.co/mFrAAD5emM	nytimes
6/5/14 15:30	Democrats See a Break in a Gain for the Tea Party in Mississippi http://t.co/Wc9iagwlLm	nytimes
6/5/14 14:15	"When Mayor Bill de Blasio works out, he barely breaks a sweat http://t.co/RJ6TXrltZH (Illustration: Jason Lee) http://t.co/kqShDhNosm"	nytimes
6/5/14 14:27	"Group of 7 Condemns Its Absent Partner, Russia http://t.co/ULs6p0rRnm"	nytimes
6/5/14 14:00	Busy morning? Here's what you need to know to begin your day. http://t.co/PAWUbjL1ru via @nytnow	nytimes
6/5/14 14:48	Review: ‘Orange Is the New Black’ Season 2 http://t.co/TOQeJpjLj0	nytimes
6/5/14 13:19	G.M. Says Inquiry Finds No Cover-Up on Switch Flaw http://t.co/NQdcHuPnP9	nytimes
6/5/14 13:06	"Live coverage of the GM internal recall investigation, including video: http://t.co/jLam8vZ2Ul"	nytimes
6/5/14 13:40	Donna Karan Exudes Calm in the Chaos http://t.co/bA5Dl9t7ry	nytimes
6/5/14 13:09	News: Live Video and Updates on GM Internal Recall Investigation http://t.co/LFN6GGvr5A	nytimes
6/5/14 12:00	European Central Bank Takes a Radical Step http://t.co/uue08wtEan	nytimes
6/5/14 12:53	New Israeli Settlement Plans Draw Swift Condemnation http://t.co/ERg1XZJdZQ	nytimes
6/5/14 12:30	Busy morning? Here's what you need to know to begin your day. http://t.co/4DLaCevWiM via @nytnow	nytimes
6/5/14 12:18	The European Central Bank made an unprecedented move to stimulate the economy http://t.co/9WS1Weggqt	nytimes
6/5/14 12:52	Puerto Rico Debates Who Put Out the Lights in a Bay http://t.co/6ySM1xfEMB	nytimes
6/5/14 12:32	Movie Review: ‘The Fault in Our Stars’ Sets Out to Make You Cry http://t.co/iqDiQeoHts	nytimes
6/5/14 11:40	A de Blasio Workout: Making Friends Without Breaking a Sweat http://t.co/spScmzjJwH	nytimes
6/5/14 11:19	"Lens Blog: Missing Japan, Balanced in Brazil http://t.co/rgG7zz3EfI"	nytimes
6/5/14 11:13	Day 19: The Faces Behind the Burgers http://t.co/hXCYSuK0RD	nytimes
6/5/14 10:11	NYC Officials: 24 Injured in Staten Island Fire http://t.co/dakftLyLAw	nytimes
6/5/14 11:00	Busy morning? Here's what you need to know to begin your day. http://t.co/yxpWVSOOJm via @nytnow	nytimes
6/5/14 10:00	"City Room: New York Today: No School, but Why? http://t.co/eBzuggMUwW"	nytimes
6/5/14 10:33	How Jurgen Klinsmann Plans to Make U.S. Soccer Better (and Less American) http://t.co/Tp2AxVCNsz	nytimes
